strike,bid,ask,volume,open_interest,type,maturity,expiration,spot,ticker,capture
722.0,0.0,0.0,2.0,3.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
723.0,0.0,0.0,10.0,11.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
725.0,0.0,0.0,14.0,94.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
726.0,0.0,0.0,,26.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
727.0,0.0,0.0,1.0,186.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
728.0,0.0,0.0,1.0,52.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
729.0,0.0,0.0,3.0,5.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
730.0,0.0,0.0,3.0,62.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
732.0,0.0,0.0,57.0,30.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
733.0,0.0,0.0,7.0,9.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
734.0,0.0,0.0,,1.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
735.0,0.0,0.0,1.0,140.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
736.0,0.0,0.0,,27.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
737.0,0.0,0.0,9.0,10.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
739.0,0.0,0.0,3.0,4.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
740.0,0.0,0.0,2.0,174.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
741.0,0.0,0.0,4.0,7.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
742.0,0.0,0.0,228.0,111.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
743.0,0.0,0.0,,2.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
744.0,0.0,0.0,1.0,6.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
745.0,0.0,0.0,7.0,111.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
746.0,0.0,0.0,1.0,50.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
747.0,0.0,0.0,2.0,20.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
748.0,0.0,0.0,1.0,53.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
749.0,0.0,0.0,2.0,4.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
750.0,0.0,0.0,95.0,222.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
751.0,0.0,0.0,46.0,355.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
752.0,0.0,0.0,24.0,273.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
753.0,0.0,0.0,7.0,79.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
754.0,0.0,0.0,6.0,185.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
755.0,0.0,0.0,108.0,168.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
756.0,0.0,0.0,11.0,38.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
757.0,0.0,0.0,18.0,231.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
758.0,0.0,0.0,24.0,320.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
759.0,0.0,0.0,1243.0,620.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
760.0,0.0,0.0,193.0,1054.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
761.0,0.0,0.0,161.0,441.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
762.0,0.0,0.0,258.0,281.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
763.0,0.0,0.0,148.0,607.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
764.0,0.0,0.0,105.0,290.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
765.0,0.0,0.0,431.0,1762.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
766.0,0.0,0.0,213.0,619.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
767.0,0.0,0.0,437.0,440.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
768.0,0.0,0.0,553.0,2045.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
769.0,0.0,0.0,410.0,281.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
770.0,0.0,0.0,1207.0,2183.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
771.0,0.0,0.0,1081.0,731.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
772.0,0.0,0.0,1299.0,1044.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
773.0,0.0,0.0,495.0,317.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
774.0,0.0,0.0,800.0,670.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
775.0,0.0,0.0,689.0,949.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
776.0,0.0,0.0,287.0,614.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
777.0,0.0,0.0,1442.0,912.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
778.0,0.0,0.0,165.0,492.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
779.0,0.0,0.0,317.0,629.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
780.0,0.0,0.0,897.0,1050.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
781.0,0.0,0.0,363.0,563.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
782.0,0.0,0.0,284.0,482.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
783.0,0.0,0.0,464.0,635.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
784.0,0.0,0.0,764.0,1029.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
785.0,0.0,0.0,428.0,945.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
786.0,0.0,0.0,396.0,607.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
787.0,0.0,0.0,356.0,587.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
788.0,0.0,0.0,209.0,616.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
789.0,0.0,0.0,263.0,1093.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
790.0,0.0,0.0,656.0,1636.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
791.0,0.0,0.0,267.0,974.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
792.0,0.0,0.0,251.0,512.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
793.0,0.0,0.0,121.0,803.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
794.0,0.0,0.0,48.0,786.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
795.0,0.0,0.0,193.0,1650.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
796.0,0.0,0.0,63.0,448.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
797.0,0.0,0.0,203.0,1054.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
798.0,0.0,0.0,233.0,1353.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
799.0,0.0,0.0,84.0,1371.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
800.0,0.0,0.0,5572.0,6715.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
801.0,0.0,0.0,145.0,980.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
802.0,0.0,0.0,412.0,814.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
803.0,0.0,0.0,166.0,614.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
804.0,0.0,0.0,107.0,538.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
805.0,0.0,0.0,173.0,612.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
806.0,0.0,0.0,213.0,710.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
807.0,0.0,0.0,38.0,253.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
808.0,0.0,0.0,10.0,332.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
809.0,0.0,0.0,76.0,466.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
810.0,0.0,0.0,306.0,744.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
811.0,0.0,0.0,467.0,389.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
812.0,0.0,0.0,154.0,501.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
813.0,0.0,0.0,28.0,253.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
814.0,0.0,0.0,17.0,479.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
815.0,0.0,0.0,117.0,520.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
816.0,0.0,0.0,2.0,152.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
817.0,0.0,0.0,25.0,75.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
818.0,0.0,0.0,16.0,107.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
819.0,0.0,0.0,1.0,36.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
820.0,0.0,0.0,39.0,274.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
821.0,0.0,0.0,92.0,132.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
822.0,0.0,0.0,52.0,168.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
823.0,0.0,0.0,11.0,184.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
824.0,0.0,0.0,1.0,31.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
825.0,0.0,0.0,13.0,1315.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
830.0,0.0,0.0,59.0,1525.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
835.0,0.0,0.0,20.0,417.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
840.0,0.0,0.0,4.0,114.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
845.0,0.0,0.0,12.0,26.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
850.0,0.0,0.0,48.0,290.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
855.0,0.0,0.0,5.0,76.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
860.0,0.0,0.0,24.0,145.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
865.0,0.0,0.0,289.0,408.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
870.0,0.0,0.0,10.0,182.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
875.0,0.0,0.0,10.0,209.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
880.0,0.0,0.0,24.0,116.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
885.0,0.0,0.0,1.0,5.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
890.0,0.0,0.0,1.0,25.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
895.0,0.0,0.0,2.0,26.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
905.0,0.0,0.0,1.0,9.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
915.0,0.0,0.0,,6.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
920.0,0.0,0.0,,50.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
930.0,,0.0,,1.0,call,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
500.0,0.0,0.0,36.0,1916.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
510.0,0.0,0.0,1.0,3.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
515.0,0.0,0.0,2.0,3.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
520.0,0.0,0.0,11.0,3.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
525.0,0.0,0.0,1.0,25.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
530.0,0.0,0.0,1.0,14.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
535.0,0.0,0.0,1.0,18.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
540.0,0.0,0.0,85.0,89.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
545.0,0.0,0.0,1.0,53.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
550.0,0.0,0.0,10.0,225.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
555.0,0.0,0.0,1.0,14.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
560.0,0.0,0.0,1.0,7.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
565.0,0.0,0.0,2.0,6.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
570.0,0.0,0.0,1.0,30.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
575.0,0.0,0.0,8.0,21.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
580.0,0.0,0.0,2.0,17.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
585.0,0.0,0.0,6.0,12.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
590.0,0.0,0.0,42.0,158.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
595.0,0.0,0.0,1.0,21.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
600.0,0.0,0.0,3.0,243.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
605.0,0.0,0.0,1.0,200.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
610.0,0.0,0.0,9.0,230.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
615.0,0.0,0.0,13.0,31.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
620.0,0.0,0.0,6.0,307.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
625.0,0.0,0.0,63.0,360.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
630.0,0.0,0.0,33.0,113.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
635.0,0.0,0.0,13.0,124.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
640.0,0.0,0.0,19.0,139.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
645.0,0.0,0.0,13.0,111.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
650.0,0.0,0.0,91.0,1182.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
655.0,0.0,0.0,22.0,227.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
660.0,0.0,0.0,27.0,316.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
665.0,0.0,0.0,17.0,918.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
670.0,0.0,0.0,161.0,1442.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
675.0,0.0,0.0,182.0,2516.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
680.0,0.0,0.0,110.0,1037.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
685.0,0.0,0.0,1136.0,1532.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
690.0,0.0,0.0,423.0,1258.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
695.0,0.0,0.0,531.0,1246.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
700.0,0.0,0.0,700.0,2441.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
705.0,0.0,0.0,1142.0,1572.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
710.0,0.0,0.0,611.0,7811.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
715.0,0.0,0.0,518.0,7733.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
720.0,0.0,0.0,557.0,1299.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
721.0,0.0,0.0,64.0,265.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
722.0,0.0,0.0,27.0,194.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
723.0,0.0,0.0,36.0,321.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
724.0,0.0,0.0,125.0,618.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
725.0,0.0,0.0,609.0,1440.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
726.0,0.0,0.0,5.0,323.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
727.0,0.0,0.0,49.0,408.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
728.0,0.0,0.0,47.0,333.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
729.0,0.0,0.0,36.0,632.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
730.0,0.0,0.0,1768.0,1849.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
731.0,0.0,0.0,10.0,259.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
732.0,0.0,0.0,46.0,487.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
733.0,0.0,0.0,99.0,572.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
734.0,0.0,0.0,65.0,413.0,put,0.07945205479452055,2026-10-23,764.7000122070312,SPY,2026-09-24 13:35 UTC
